domain,merchant_name,merchant_category,country_code,region,readiness_score,protocol_score,data_score,accessibility_score,checkout_score
firecrawl.dev,Firecrawl,saas,US,north_america,26,0,10,100,25
e2b.dev,E2B,saas,CZ,europe,26,0,10,100,20
vapi.ai,Vapi,saas,US,north_america,26,0,10,100,23
amex.com,American Express,fintech,US,north_america,26,0,10,100,20
helicone.ai,Helicone,saas,US,north_america,26,0,10,100,20
wallapop.com,Wallapop,marketplace,ES,europe,26,0,10,100,23
phantom.app,Phantom Wallet,fintech,US,north_america,26,0,10,100,25
tata.com,Tata Digital,retail,IN,apac,26,0,10,100,23
langchain.com,LangChain,saas,US,north_america,26,0,10,100,20
cdiscount.com,Cdiscount,marketplace,FR,europe,26,0,10,100,20
fixie.ai,Fixie AI,saas,US,north_america,26,0,10,100,23
sadapay.pk,SadaPay,fintech,PK,apac,26,0,10,100,23
crypto.com,Crypto.com,fintech,SG,apac,26,0,10,100,25
airtel.mw,Airtel Malawi,other,MW,africa,26,0,10,100,25
americanexpress.com,American Express,fintech,US,north_america,26,0,10,100,20
dynamic.xyz,Dynamic,saas,US,north_america,26,0,10,100,25
banana.dev,Banana.dev,saas,US,north_america,26,0,10,100,20
olx.com.br,OLX Brazil,marketplace,BR,latam,26,0,10,100,23
apify.com,Apify,saas,CZ,europe,26,0,10,100,20
mixpanel.com,Mixpanel,saas,US,north_america,26,0,10,100,23
moniepoint.com,Moniepoint,fintech,NG,africa,26,0,10,100,20
stori.mx,Stori,fintech,MX,latam,26,0,10,100,25
kavak.com,Kavak,marketplace,MX,latam,26,0,10,100,20
dify.ai,Dify,saas,CN,apac,26,0,10,100,23
infura.io,Infura,saas,US,north_america,26,0,10,100,20
browserbase.com,Browserbase,saas,US,north_america,26,0,10,100,20
deepgram.com,Deepgram,saas,US,north_america,26,0,10,100,20
mcmaster.com,McMaster-Carr,b2b,US,north_america,26,0,10,100,23
wholefoods.com,Whole Foods,retail,US,north_america,26,0,10,100,20
zando.co.za,Zando,retail,ZA,africa,26,0,35,70,23
amazon-web-services.com,AWS,saas,US,north_america,26,0,10,100,20
yape.com.pe,Yape,fintech,PE,latam,26,0,10,100,23
bob.co.za,Bob Group,b2b,ZA,africa,26,0,10,100,20
ritual.co,Ritual,retail,CA,north_america,26,0,10,100,23
flodesk.com,Flodesk,saas,US,north_america,26,0,10,100,23
hismile.com,HiSmile,retail,AU,oceania,26,0,10,100,20
fairmarkit.com,FairMarkit,b2b,US,north_america,26,0,10,100,20
unimarket.com,Unimarket,b2b,US,north_america,26,0,10,100,20
brantleygilbert.com,Brantley Gilbert Store,retail,US,north_america,26,0,10,100,20
marriott.com,Marriott International,travel,US,north_america,26,0,10,100,23
pedidosya.com,PedidosYa,restaurant,PA,latam,25,0,10,95,20
piggyvest.com,PiggyVest,fintech,NG,africa,25,0,10,95,23
tink.com,Tink,fintech,SE,europe,25,0,10,95,25
walmart.com,Walmart,retail,US,north_america,25,0,35,75,8
zindi.africa,Zindi,saas,ZA,africa,25,0,10,95,23
veepee.fr,Veepee,retail,FR,europe,25,0,0,100,33
leroymerlin.fr,Leroy Merlin France,retail,FR,europe,25,0,25,75,28
rappi.com.mx,Rappi MX,restaurant,MX,latam,25,0,35,65,20
jumia.com.ng,Jumia Nigeria,marketplace,NG,africa,25,5,0,100,20
uala.com.ar,Uala,fintech,AR,latam,25,0,10,95,20
rappi.com.co,Rappi CO,restaurant,CO,latam,25,0,35,65,20
deepseek.com,DeepSeek,saas,CN,apac,25,0,10,95,20
rappi.com.br,Rappi BR,restaurant,BR,latam,25,0,35,65,20
fairmoney.ng,FairMoney,fintech,NG,africa,25,0,10,95,20
buenbit.com,Buenbit,fintech,AR,latam,25,0,10,95,25
showroomprive.com,Showroomprive,retail,FR,europe,25,0,25,75,23
safeboda.com,SafeBoda,other,UG,africa,25,0,10,95,20
jomashop.com,Jomashop,retail,US,north_america,25,0,0,100,30
mrdapp.com,Mr D Food,restaurant,ZA,africa,25,0,10,75,50
didi-food.com,DiDi Food,marketplace,MX,latam,25,0,10,95,20
paga.com,Paga,fintech,NG,africa,25,0,10,95,23
spectral.finance,Spectral Finance,fintech,US,north_america,25,0,10,95,20
fivetran.com,Fivetran,saas,US,north_america,25,0,10,95,20
tavily.com,Tavily,saas,US,north_america,25,0,10,95,20
wormhole.com,Wormhole,fintech,US,north_america,25,0,10,95,25
base.org,Base (Coinbase L2),fintech,US,north_america,25,0,10,95,20
etsy.com,Etsy,marketplace,US,north_america,25,6,0,100,20
nordstrom.com,Nordstrom,retail,US,north_america,24,0,0,100,28
jumia.com.eg,Jumia Egypt,marketplace,EG,africa,24,5,0,95,20
suburbia.com.mx,Suburbia,retail,MX,latam,24,0,0,100,28
mrprice.com,Mr Price,retail,ZA,africa,24,0,0,100,25
esselunga.it,Esselunga,retail,IT,europe,24,0,25,75,20
n8n.io,n8n,saas,DE,europe,24,0,35,60,20
zalando.de,Zalando,marketplace,DE,europe,24,0,0,100,27
multicaja.cl,Multicaja,fintech,CL,latam,24,0,10,75,45
amazon.com,Amazon,marketplace,US,north_america,24,6,10,80,23
lahaus.com,La Haus,other,CO,latam,24,0,35,60,20
instacart.com,Instacart,marketplace,US,north_america,24,0,35,60,20
ankorstore.com,Ankorstore,marketplace,FR,europe,24,4,25,60,25
mercadoshops.com,MercadoShops,marketplace,AR,latam,24,0,0,100,25
jumia.com.gh,Jumia Ghana,marketplace,GH,africa,24,5,0,95,20
buscalibre.com,BuscaLibre,marketplace,CL,latam,24,0,10,90,20
redbullshop.com,Red Bull Shop,retail,US,north_america,24,0,0,75,63
grupounicomer.com,Grupo Unicomer,retail,GT,latam,23,0,0,100,20
ryanair.com,Ryanair,travel,IE,europe,23,0,0,100,20
mercadolibre.com,Mercado Libre HQ,marketplace,AR,latam,23,0,0,100,23
carrefour.com.br,Carrefour Brazil,retail,BR,latam,23,0,0,100,20
kogan.com,Kogan,retail,AU,apac,23,0,0,100,20
2b.com.eg,2B Egypt,retail,EG,africa,23,0,0,100,20
andrea.com,Andrea Mexico,retail,MX,latam,23,0,0,100,20
elpalaciodehierro.com,Palacio de Hierro,retail,MX,latam,23,0,0,100,20
jumia.co.ke,Jumia Kenya,marketplace,KE,africa,23,0,0,100,20
wasoko.com,Wasoko,b2b,KE,africa,23,0,0,100,20
zuricart.co.ke,Zuricart,retail,KE,africa,23,0,0,100,20
sokowatch.com,Soko (MarketForce),b2b,KE,africa,23,0,0,100,20
samsung.com.br,Samsung Brazil,retail,BR,latam,23,0,0,100,20
plazavea.com.pe,PlazaVea,retail,PE,latam,23,0,0,100,20
dealdey.com,DealDey,marketplace,NG,africa,23,0,0,100,20
builders.co.za,Builders Warehouse,retail,ZA,africa,23,0,0,100,20
pnp.co.za,Pick n Pay,retail,ZA,africa,23,0,0,100,23
paris.cl,Paris Chile,retail,CL,latam,23,0,0,100,20
americamovil.com,America Movil,retail,MX,latam,23,0,0,100,20
game.co.za,Game,retail,ZA,africa,23,0,0,100,20
payporte.com,PayPorte,marketplace,NG,africa,23,0,0,100,20
doctolib.de,Doctolib DE,healthcare,DE,europe,23,0,0,100,20
decathlon.fr,Decathlon France,retail,FR,europe,23,0,0,100,20
mediamarkt.es,MediaMarkt Spain,retail,ES,europe,23,0,0,100,20
tkmaxx.com,TK Maxx,retail,GB,europe,23,0,0,100,20
boots.com,Boots,retail,GB,europe,23,0,0,100,20
mediaworld.it,MediaWorld Italy,retail,IT,europe,23,0,0,100,20
onbuy.com,OnBuy,marketplace,GB,europe,23,0,0,100,20
notino.de,Notino,retail,DE,europe,23,0,0,100,20
manomano.com,ManoMano,retail,FR,europe,23,0,0,100,23
canva.com,Canva,saas,AU,apac,23,0,0,100,20
booking.com,Booking.com,travel,NL,europe,23,0,0,100,20
grubhub.com,Grubhub,marketplace,US,north_america,23,0,0,100,20
mediamarkt.de,MediaMarkt,retail,DE,europe,23,0,0,100,20
traderepublic.com,Trade Republic,fintech,DE,europe,23,0,10,85,20
blablacar.com,BlaBlaCar,travel,FR,europe,23,0,0,100,20
expedia.com,Expedia,travel,US,north_america,23,0,0,100,20
doctolib.fr,Doctolib,healthcare,FR,europe,23,0,0,100,20
saturn.de,Saturn,retail,DE,europe,23,0,0,100,20
hungryroot.com,Hungryroot,retail,US,north_america,23,0,0,100,20
gojek.com,GoJek,marketplace,ID,apac,23,0,0,100,20
allegro.pl,Allegro,marketplace,PL,europe,23,0,0,100,20
docplanner.com,DocPlanner,healthcare,PL,europe,23,0,0,100,20
patagonia.com,Patagonia,retail,US,north_america,23,0,0,100,20
carrefour.com,Carrefour,retail,FR,europe,23,0,0,100,20
zalora.com,Zalora,retail,SG,apac,23,0,0,100,20
shopee.sg,Shopee Singapore,marketplace,SG,apac,23,0,0,100,23
carrefour.es,Carrefour Spain,retail,ES,europe,23,0,0,100,20
revolut.com,Revolut,fintech,GB,europe,23,0,0,100,20
chroma.ai,Chroma,saas,US,north_america,23,0,0,100,20
bol.com,Bol.com,marketplace,NL,europe,23,0,0,100,20
binance.com,Binance,fintech,KY,apac,23,0,0,100,20
tottus.com,Tottus,retail,PE,latam,23,0,0,100,20
wise.jobs,Wise Careers,other,EE,europe,23,0,10,75,35
palmpay.com,PalmPay,fintech,NG,africa,23,0,0,100,20
lavalabs.xyz,Lava,fintech,US,north_america,23,0,0,100,20
freshly.com,Freshly,retail,US,north_america,23,0,0,100,20
mtn.com.gh,MTN Ghana,other,GH,africa,23,0,0,100,20
takealot.com,Takealot,marketplace,ZA,africa,23,0,0,100,20
moralis.io,Moralis,saas,SE,europe,23,0,0,100,20
niubiz.com.pe,Niubiz,fintech,PE,latam,23,0,0,100,20
shopee.com.br,Shopee Brazil,marketplace,BR,latam,23,0,0,100,23
lyft.com,Lyft,other,US,north_america,23,0,0,100,20
ripio.com,Ripio,fintech,AR,latam,23,0,0,100,20
sabi.am,Sabi,b2b,NG,africa,23,0,0,100,20
paykobo.com,Paykobo,retail,NG,africa,23,0,0,100,20
manomano.fr,ManoMano,marketplace,FR,europe,23,0,0,100,20
stcpay.com.sa,stc pay,fintech,SA,mena,23,0,0,100,20
tokopedia.com,Tokopedia,marketplace,ID,apac,23,0,0,100,20
walgreens.com,Walgreens,retail,US,north_america,23,0,0,100,23
worten.pt,Worten,retail,PT,europe,23,0,0,100,20
pichau.com.br,Pichau,retail,BR,latam,23,0,0,100,20
kraken.com,Kraken,fintech,US,north_america,23,0,0,100,20
mercadolibre.co,Mercado Libre Colombia,marketplace,CO,latam,23,0,0,100,23
openpay.mx,Openpay,fintech,MX,latam,23,0,10,85,20
mercari.com,Mercari,marketplace,JP,apac,23,0,0,100,20
branch.co,Branch,fintech,KE,africa,23,0,0,100,23
jd.com,JD.com,marketplace,CN,apac,23,0,0,100,22
amref.org,Amref Health,healthcare,KE,africa,23,0,0,100,20
theeastafrican.co.ke,The East African,media,KE,africa,23,0,0,100,20
zalando.com,Zalando,retail,DE,europe,23,0,0,100,20
irembo.gov.rw,Irembo,other,RW,africa,23,0,0,100,20
uber.com,Uber,marketplace,US,north_america,23,0,0,100,23
rapidapi.com,RapidAPI,marketplace,US,north_america,23,0,0,100,20
reliance.com,Reliance Retail,retail,IN,apac,23,0,0,100,20
primark.com,Primark,retail,IE,europe,23,0,0,95,25
orange.ci,Orange CI,other,CI,africa,23,0,0,100,20
solarisbank.com,Solarisbank,fintech,DE,europe,23,0,0,100,20
souq.com,Souq (Amazon MENA),marketplace,AE,mena,23,0,0,100,20
toast.com,Toast,saas,US,north_america,23,0,0,100,20
taobao.com,Taobao,marketplace,CN,apac,23,0,0,100,20
expresspaygh.com,expressPay,fintech,GH,africa,23,0,0,100,20
stockx.com,StockX,marketplace,US,north_america,23,0,0,100,20
mpharma.com,mPharma,healthcare,GH,africa,23,0,0,100,20
farfetch.com,Farfetch,marketplace,PT,europe,23,0,0,100,20
lazada.com,Lazada,marketplace,SG,apac,23,0,0,100,20
aliexpress.com,AliExpress,marketplace,CN,apac,23,0,0,100,20
stori.com.mx,Stori,fintech,MX,latam,23,0,0,100,20
loaf.com,Loaf,retail,GB,europe,23,0,0,100,20
charlottetilbury.com,Charlotte Tilbury,retail,GB,europe,23,0,0,100,20
serper.dev,Serper,saas,US,north_america,23,0,0,100,23
leboncoin.fr,Leboncoin,marketplace,FR,europe,23,0,0,100,20
digikey.com,DigiKey,b2b,US,north_america,23,0,0,100,20
swiggy.com,Swiggy,marketplace,IN,apac,23,0,0,100,20
bigbasket.com,BigBasket,retail,IN,apac,23,0,0,100,20
cornershop.com,Cornershop,marketplace,CL,latam,23,0,0,100,23
terrapay.com,TerraPay,fintech,SG,apac,23,0,0,100,20
bravissimo.com,Bravissimo,retail,GB,europe,23,0,0,100,20
mpesa.com,M-Pesa,fintech,KE,africa,23,0,0,100,20
chewy.com,Chewy,retail,US,north_america,23,0,0,100,20
cea.com.br,C&A Brazil,retail,BR,latam,23,0,0,100,20
wakanow.com,Wakanow,travel,NG,africa,23,0,0,100,20
grainger.com,Grainger,b2b,US,north_america,23,0,0,100,20
carrefour.fr,Carrefour France,retail,FR,europe,23,0,0,100,20
volaris.com,Volaris,travel,MX,latam,23,0,0,100,23
glovo.com,Glovo,marketplace,ES,europe,23,0,0,100,20
ao.com,AO.com,retail,GB,europe,23,0,0,100,20
fastshop.com.br,Fast Shop,retail,BR,latam,23,0,0,100,20
fiverr.com,Fiverr,marketplace,US,north_america,23,0,0,100,20
cvs.com,CVS,retail,US,north_america,23,0,0,100,20
pipe.com,Pipe,fintech,US,north_america,23,0,0,100,20
ghost.org,Ghost,saas,US,north_america,23,0,0,100,20
marketforce.app,MarketForce,marketplace,KE,africa,23,0,0,100,20
sezane.com,Sezane,retail,FR,europe,23,0,0,100,20
maje.com,Maje,retail,FR,europe,23,0,0,100,20
wefox.com,Wefox,fintech,DE,europe,23,0,0,100,20
undostres.com.mx,UnDosTres,fintech,MX,latam,23,0,0,100,20
junglescout.com,Jungle Scout,saas,US,north_america,23,0,0,100,20
bonsai.com,Bonsai,saas,US,north_america,23,0,0,100,20
mnotify.com,mNotify,saas,GH,africa,23,0,0,100,20
nativeshoes.com,Native Shoes,retail,CA,north_america,23,0,0,100,20
snow.co,Snow Oral Care,retail,US,north_america,23,0,0,100,20
agoda.com,Agoda,travel,SG,asia,23,0,0,100,23
hims.com,Hims,retail,US,north_america,23,0,0,100,20
hilton.com,Hilton Hotels,travel,US,north_america,23,0,0,100,20
medusa.js.org,Medusa,saas,DK,europe,22,0,0,95,20
cloudflare.com,Cloudflare,api_computing,US,north_america,22,0,0,95,20
tigo.com.gt,Tigo Guatemala,other,GT,latam,22,0,0,95,20
interswitch.com,Interswitch,fintech,NG,africa,22,0,0,95,20
petz.com.br,Petz,retail,BR,latam,22,0,0,95,20
boticario.com.br,O Boticario,retail,BR,latam,22,0,0,95,20
havan.com.br,Havan,retail,BR,latam,22,0,0,95,23
kabum.com.br,KaBuM!,retail,BR,latam,22,0,0,95,23
midjourney.com,Midjourney,saas,US,north_america,22,0,0,95,20
rakuten.co.jp,Rakuten,marketplace,JP,apac,22,0,0,95,20
sephora.com,Sephora,retail,US,north_america,22,0,0,95,20
bestbuy.com,Best Buy,retail,US,north_america,22,0,0,95,20
costco.com,Costco,retail,US,north_america,22,0,0,95,20
riachuelo.com.br,Riachuelo,retail,BR,latam,22,0,0,95,20
solaris.de,Solaris,fintech,DE,europe,22,0,0,95,20
linio.com.co,Linio Colombia,marketplace,CO,latam,22,0,0,95,20
zoobashop.com,Zoobashop,retail,GH,africa,22,0,0,95,20
privalia.com.mx,Privalia Mexico,retail,MX,latam,22,0,0,95,20
jumia.co.za,Jumia South Africa,marketplace,ZA,africa,22,0,10,60,50
easyjet.com,EasyJet,travel,GB,europe,22,0,0,95,20
jumia.ma,Jumia Morocco,marketplace,MA,africa,22,0,0,95,20
electroplanet.ma,Electroplanet,retail,MA,africa,22,0,0,95,20
tradedepot.co,TradeDepot,b2b,NG,africa,22,0,0,95,20
kara.com.ng,Kara,retail,NG,africa,22,0,0,95,20
jiji.ng,Jiji Nigeria,marketplace,NG,africa,22,0,0,95,20
leroy merlin.co.za,Leroy Merlin SA,retail,ZA,africa,22,0,0,95,20
tayara.tn,Tayara Tunisia,marketplace,TN,africa,22,0,0,95,20
mytek.tn,Mytek Tunisia,retail,TN,africa,22,0,0,95,20
obeezi.com,Obeezi,retail,NG,africa,22,0,0,95,20
dion-wired.co.za,Dion Wired,retail,ZA,africa,22,0,0,95,20
netflorist.co.za,NetFlorist,retail,ZA,africa,22,0,0,95,20
cencosud.cl,Cencosud,retail,CL,latam,22,0,0,95,20
tiendasjumbo.co,Jumbo Colombia,retail,CO,latam,22,0,0,95,20
ripley.cl,Ripley Chile,retail,CL,latam,22,0,0,95,20
superbalist.com,Superbalist,retail,ZA,africa,22,0,0,95,20
pontofrio.com.br,Ponto Frio,retail,BR,latam,22,0,0,95,20
amazon.eg,Amazon Egypt,marketplace,EG,africa,22,0,10,80,23
twiga.com,Twiga Foods,b2b,KE,africa,22,0,0,95,20
marjane.ma,Marjane,retail,MA,africa,22,0,0,95,20
jumia.com.tn,Jumia Tunisia,marketplace,TN,africa,22,0,0,95,20
dischem.co.za,Dis-Chem,retail,ZA,africa,22,0,0,95,20
tfg.co.za,TFG (The Foschini Group),retail,ZA,africa,22,0,0,95,20
wantitall.co.za,WantItAll,retail,ZA,africa,22,0,0,95,20
dexter.com.ar,Dexter Argentina,retail,AR,latam,22,0,0,95,20
epocacosmeticos.com.br,Epoca Cosmeticos,retail,BR,latam,22,0,0,95,20
deprati.com.ec,De Prati,retail,EC,latam,22,0,0,95,20
linio.com.mx,Linio,marketplace,MX,latam,22,0,0,95,20
tonaton.com,Tonaton,marketplace,GH,africa,22,0,0,95,20
cazoo.co.uk,Cazoo,other,GB,europe,22,0,0,95,20
onedayonly.co.za,OneDayOnly,retail,ZA,africa,22,0,0,95,20
extra.com.br,Extra,retail,BR,latam,22,0,0,95,20
sanborns.com.mx,Sanborns,retail,MX,latam,22,0,0,95,20
renner.com.br,Renner,retail,BR,latam,22,0,0,95,20
copia.co.ke,Copia Kenya,retail,KE,africa,22,0,0,95,20
bidorbuy.co.za,bidorbuy,marketplace,ZA,africa,22,0,0,95,20
cape-union-mart.co.za,Cape Union Mart,retail,ZA,africa,22,0,0,95,20
spree.co.za,Spree,retail,ZA,africa,22,0,0,95,20
belezanaweb.com.br,Beleza na Web,retail,BR,latam,22,0,0,95,20
prozis.com,Prozis,retail,PT,europe,22,0,0,95,20
salud-digna.org,Salud Digna,healthcare,MX,latam,22,0,0,95,20
babylonhealth.com,Babylon Health,healthcare,GB,europe,22,0,0,95,20
b.tech.com,B.TECH Egypt,retail,EG,africa,22,0,0,95,20
bestbuy.com.mx,Best Buy Mexico,retail,MX,latam,22,0,0,95,20
t-mobile.com,T-Mobile,telecom,US,north_america,22,0,0,95,20
jiji.com.gh,Jiji Ghana,marketplace,GH,africa,22,0,0,95,20
chedraui.com.mx,Chedraui,retail,MX,latam,22,0,0,95,20
vconnect.com,VConnect,marketplace,NG,africa,22,0,0,95,20
pigiame.co.ke,PigiaMe,marketplace,KE,africa,22,0,0,95,20
mediamarkt.ma,MediaMarkt Morocco,retail,MA,africa,22,0,0,95,20
avito.ma,Avito Morocco,marketplace,MA,africa,22,0,0,95,20
africanmall.com,AfricanMall,marketplace,NG,africa,22,0,0,95,20
jumia.ug,Jumia Uganda,marketplace,UG,africa,22,0,0,95,20
checkers.co.za,Checkers,retail,ZA,africa,22,0,0,95,20
hi-online.co.za,HiFi Corp,retail,ZA,africa,22,0,0,95,20
loot.co.za,Loot,marketplace,ZA,africa,22,0,0,95,20
musimundo.com,Musimundo,retail,AR,latam,22,0,0,95,20
garbarino.com,Garbarino,retail,AR,latam,22,0,0,95,20
zattini.com.br,Zattini,retail,BR,latam,22,0,0,95,20
girafa.com.br,Girafa,retail,BR,latam,22,0,0,95,20
lacoste.com.br,Lacoste Brazil,retail,BR,latam,22,0,0,95,20
leroymerlin.com.br,Leroy Merlin Brazil,retail,BR,latam,22,0,0,95,20
just-eat.co.uk,Just Eat,restaurant,GB,europe,22,0,0,95,20
douglas.de,Douglas,retail,DE,europe,22,0,0,95,20
pccomponentes.com,PcComponentes,retail,ES,europe,22,0,0,95,20
argos.co.uk,Argos,retail,GB,europe,22,0,0,95,20
jdsports.co.uk,JD Sports,retail,GB,europe,22,0,0,95,20
theperfumeshop.com,The Perfume Shop,retail,GB,europe,22,0,0,95,20
sephora.fr,Sephora France,retail,FR,europe,22,0,0,95,20
screwfix.com,Screwfix,retail,GB,europe,22,0,0,95,20
next.co.uk,Next,retail,GB,europe,22,0,0,95,20
therange.co.uk,The Range,retail,GB,europe,22,0,0,95,20
iceland.co.uk,Iceland,retail,GB,europe,22,0,10,75,33
eprice.it,ePrice,marketplace,IT,europe,22,0,0,95,20
personio.de,Personio,saas,DE,europe,22,0,0,95,20
amazon.es,Amazon Spain,marketplace,ES,europe,22,0,10,80,23
mpesa.in,M-Pesa,fintech,KE,africa,22,0,0,95,20
boulanger.com,Boulanger,retail,FR,europe,22,0,0,95,20
netonnet.se,NetOnNet,retail,SE,europe,22,0,0,95,20
tesco.com,Tesco,retail,GB,europe,22,0,0,95,20
wong.pe,Wong,retail,PE,latam,22,0,0,95,20
uniqlo.com,Uniqlo,retail,JP,apac,22,0,0,95,20
superdrug.com,Superdrug,retail,GB,europe,22,0,0,95,20
alza.cz,Alza,retail,CZ,europe,22,0,0,95,20
coinbase.com,Coinbase,protocol_active,US,north_america,22,0,0,95,20
deel.com,Deel,saas,US,north_america,22,0,0,95,20
atlassian.com,Atlassian,protocol_active,AU,asia,22,0,0,95,20
fnac.com,Fnac,retail,FR,europe,22,0,0,95,20
coolblue.nl,Coolblue,retail,NL,europe,22,0,0,95,20
zara.com,Zara,retail,ES,europe,22,0,0,95,20
elgiganten.se,Elgiganten,retail,SE,europe,22,0,10,75,30
asos.com,ASOS,retail,GB,europe,22,0,0,95,20
selfridges.com,Selfridges,retail,GB,europe,22,0,0,95,20
wildberries.ru,Wildberries,marketplace,RU,europe,22,0,0,95,20
trade-republic.com,Trade Republic,fintech,DE,europe,22,0,0,95,20
theguardian.com,The Guardian,media,GB,europe,22,0,0,95,20
chargebee.com,Chargebee,saas,US,north_america,22,0,0,95,20
personio.com,Personio,saas,DE,europe,22,0,0,95,20
upwork.com,Upwork,marketplace,US,north_america,22,0,0,95,20
hellofresh.com,HelloFresh,retail,US,north_america,22,0,10,75,33
deliveryhero.com,Delivery Hero,restaurant,DE,europe,22,0,0,95,20
waitrose.com,Waitrose,retail,GB,europe,22,0,0,95,20
hm.com,H&M,retail,SE,europe,22,0,0,95,20
galaxus.ch,Galaxus,marketplace,CH,europe,22,0,0,95,20
mall.cz,Mall.cz,marketplace,CZ,europe,22,0,0,95,20
vestiairecollective.com,Vestiaire Collective,retail,FR,europe,22,0,0,95,20
takeaway.com,Takeaway.com,restaurant,NL,europe,22,0,0,95,20
currys.co.uk,Currys,retail,GB,europe,22,0,0,95,20
notebooksbilliger.de,Notebooksbilliger,retail,DE,europe,22,0,0,95,20
smava.de,Smava,fintech,DE,europe,22,0,0,95,20
copaair.com,Copa Airlines,travel,PA,latam,22,0,0,95,20
jazzcash.com.pk,JazzCash,fintech,PK,apac,22,0,0,95,20
neon.tech,Neon,api_computing,US,north_america,22,0,0,95,20
notion.so,Notion,protocol_active,US,north_america,22,0,0,95,20
wilko.com,Wilko,retail,GB,europe,22,0,0,95,20
allbirds.com,Allbirds,protocol_active,US,north_america,22,0,0,95,20
subito.it,Subito,marketplace,IT,europe,22,0,0,95,20
yoox.com,YOOX,retail,IT,europe,22,0,0,95,20
sodimac.com,Sodimac,retail,CL,latam,22,0,0,95,20
inpost.pl,InPost,other,PL,europe,22,0,0,95,20
sportsdirect.com,Sports Direct,retail,GB,europe,22,0,0,95,20
komplett.no,Komplett,retail,NO,europe,22,0,0,95,20
mambu.com,Mambu,fintech,DE,europe,22,0,0,95,20
soriana.com,Soriana,retail,MX,latam,22,0,0,95,20
disney.com,Disney,retail,US,north_america,22,0,0,95,20
lemoncash.com.ar,Lemon Cash,fintech,AR,latam,22,0,0,95,20
farmaciasdesimilares.com.mx,Farmacias Similares,healthcare,MX,latam,22,0,0,95,20
huggingface.co,Hugging Face,api_computing,US,north_america,22,0,0,95,20
latamairlines.com,LATAM Airlines,travel,CL,latam,22,0,0,95,20
bigcommerce.com,BigCommerce,protocol_active,US,north_america,22,0,0,95,20
lifemiles.com,LifeMiles,travel,CO,latam,22,0,0,95,20
shopify.com,Shopify,protocol_active,CA,north_america,22,0,0,95,20
fruugo.com,Fruugo,marketplace,GB,europe,22,0,0,95,20
myntra.com,Myntra,retail,IN,apac,22,0,0,95,20
nytimes.com,New York Times,media,US,north_america,22,0,0,95,20
substack.com,Substack,media,US,north_america,22,0,0,95,20
github.com,GitHub,protocol_active,US,north_america,22,0,0,95,20
mkopa.com,M-KOPA,other,KE,africa,22,0,0,95,20
square.com,Square,protocol_active,US,north_america,22,0,0,95,20
digitec.ch,Digitec,retail,CH,europe,22,0,0,95,20
amazon.it,Amazon Italy,marketplace,IT,europe,22,0,10,80,23
wehkamp.nl,Wehkamp,retail,NL,europe,22,0,0,95,20
flipkart.com,Flipkart,marketplace,IN,apac,22,0,0,95,20
kevin.eu,Kevin,fintech,LT,europe,22,0,0,95,20
furgonetka.pl,Furgonetka,other,PL,europe,22,0,0,95,20
economist.com,The Economist,media,GB,europe,22,0,0,95,20
spotify.com,Spotify,media,SE,europe,22,0,0,95,20
vercel.com,Vercel,api_computing,US,north_america,22,0,0,95,20
railway.app,Railway,api_computing,US,north_america,22,0,0,95,20
news24.com,News24,media,ZA,africa,22,0,0,95,20
flink.com,Flink,retail,DE,europe,22,0,0,95,20
fireworks.ai,Fireworks AI,api_computing,US,north_america,22,0,0,95,20
gumroad.com,Gumroad,protocol_active,US,north_america,22,0,0,95,20
hepsiburada.com,Hepsiburada,marketplace,TR,europe,22,0,0,95,20
net-a-porter.com,Net-a-Porter,retail,GB,europe,22,0,0,95,20
airtel.in,Bharti Airtel,telecom,IN,asia,22,0,0,95,20
bloomberg.com,Bloomberg,media,US,north_america,22,0,0,95,20
lightspeedhq.com,Lightspeed,saas,CA,north_america,22,0,0,95,20
supabase.com,Supabase,api_computing,US,north_america,22,0,0,95,20
away.com,Away,retail,US,north_america,22,0,0,95,20
segment.com,Segment,saas,US,north_america,22,0,0,95,20
doordash.com,DoorDash,marketplace,US,north_america,22,0,0,95,20
perplexity.ai,Perplexity,protocol_active,US,north_america,22,0,0,95,20
n11.com,n11,marketplace,TR,europe,22,0,0,95,20
liverpool.com.mx,Liverpool,retail,MX,latam,22,0,0,95,20
rappi.pe,Rappi PE,restaurant,PE,latam,22,0,0,95,20
reuters.com,Reuters,media,GB,europe,22,0,0,95,20
sympla.com.br,Sympla,other,BR,latam,22,0,0,95,20
modal.com,Modal,api_computing,US,north_america,22,0,0,95,20
frubana.com,Frubana,b2b,CO,latam,22,0,0,95,20
asana.com,Asana,protocol_active,US,north_america,22,0,0,95,20
ripley.com.pe,Ripley Peru,retail,PE,latam,22,0,0,95,20
paystack.com,Paystack,fintech,NG,africa,22,0,0,95,20
noon.com,Noon,marketplace,AE,mena,22,0,0,95,20
chipper.io,Chipper Cash,fintech,GH,africa,22,0,0,95,20
gusto.com,Gusto,saas,US,north_america,22,0,0,95,20
jfresco.com,Jfresco,restaurant,MX,latam,22,0,0,95,20
flixbus.de,FlixBus DE,travel,DE,europe,22,0,0,95,20
agrofy.com.ar,Agrofy,marketplace,AR,latam,22,0,0,95,20
merqueo.com,Merqueo,retail,CO,latam,22,0,0,95,20
circle.com,Circle,fintech,US,north_america,22,0,0,95,20
