domain,merchant_name,merchant_category,country_code,region,company_size,readiness_score,protocol_score,data_score,accessibility_score,checkout_score,business_model,ucp_status,acp_status,x402_status,mcp_status,ap2_status,nlweb_status,visa_vic_status,mastercard_status,ecommerce_platform,guest_checkout_available,has_captcha,supports_pix,supports_spei,supports_crypto,robots_allows_agents,robots_blocks_all_bots
walmartmexico.com,Walmart Mexico,retail,MX,latam,sme,28,0,25,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
unieuro.it,Unieuro,retail,IT,europe,sme,28,0,35,75,28,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,false,false,false
clara.com,Clara,fintech,MX,latam,sme,28,0,35,75,30,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,true,true,true,false,false
kueski.com,Kueski,fintech,MX,latam,sme,28,0,35,75,27,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,false,true,true,false,false
wayfair.com,Wayfair,retail,US,north_america,sme,28,0,35,75,28,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,true,false,false
bolt.eu,Bolt,marketplace,EE,europe,sme,28,0,35,80,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
wish.com,Wish,marketplace,US,north_america,sme,28,0,35,75,28,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,false,false,false
totvs.com,TOTVS,saas,BR,latam,sme,28,0,35,75,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,true,true,false,false,false
autogpt.net,AutoGPT,saas,US,north_america,sme,28,0,35,75,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,false,false,true,false,false
potterybarn.com,Pottery Barn,retail,US,north_america,sme,28,0,0,100,53,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,true,false,true,false,false,false,false
nekuda.ai,Nekuda,fintech,US,north_america,sme,28,0,35,80,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
mytheresa.com,Mytheresa,retail,DE,europe,sme,28,0,0,100,55,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,true,false,false,false,false,false,false
daraz.pk,Daraz,marketplace,PK,apac,sme,28,0,20,100,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
williams-sonoma.com,Williams Sonoma,retail,US,north_america,sme,28,0,0,100,53,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,true,false,true,false,false,false,false
airbnb.com,Airbnb,travel,US,north_america,sme,28,0,35,75,28,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,false,false,false
mumzworld.com,Mumzworld,retail,AE,mena,sme,28,0,10,100,35,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
mollie.com,Mollie,fintech,NL,europe,sme,28,0,35,75,28,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,true,false,false,false,false
rappi.com,Rappi,marketplace,CO,latam,sme,27,0,35,75,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,false,false,false,false,false
nequi.com,Nequi,fintech,CO,latam,sme,27,0,35,75,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,true,false,false,false,false
farmacity.com,Farmacity,retail,AR,latam,sme,27,0,35,75,23,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,false,false,false
doto.com.mx,Doto,retail,MX,latam,sme,27,0,35,75,23,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,false,false,false
buscape.com.br,Buscape,marketplace,BR,latam,sme,27,0,35,75,23,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,false,false,false
kilimall.com,Kilimall,marketplace,KE,africa,sme,27,0,25,85,23,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,true,false,false,false,false
bash.com,Bash (Takealot Fashion),retail,ZA,africa,sme,27,0,35,75,23,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,false,false,false
hmizate.ma,Hmizate,retail,MA,africa,sme,27,0,35,75,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,prestashop,false,true,false,false,false,false,false
worldpay.com,Worldpay,fintech,US,north_america,sme,27,0,10,100,28,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,true,false,false
fravega.com,Fravega,retail,AR,latam,sme,27,0,34,75,23,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,false,false,false
wine.com.br,Wine.com.br,retail,BR,latam,sme,27,0,35,75,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,false,false,false,false,false
deliveroo.co.uk,Deliveroo,restaurant,GB,europe,sme,27,0,35,75,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,false,false,false,false,false
darktrace.com,Darktrace,saas,GB,europe,sme,27,0,35,75,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,true,false,false,false,false
teamviewer.com,TeamViewer,saas,DE,europe,sme,27,0,35,75,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,false,false,false,false,false
deliveroo.com,Deliveroo,marketplace,GB,europe,sme,27,0,35,75,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,false,false,false,false,false
improbable.io,Improbable,saas,GB,europe,sme,27,0,35,75,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,squarespace,false,true,false,false,false,false,false
rakuten.com,Rakuten,marketplace,JP,apac,sme,27,0,35,75,23,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,false,false,false
smartly.io,Smartly.io,saas,FI,europe,sme,27,0,10,100,28,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,true,false,false
wise.com,Wise,fintech,GB,europe,sme,27,0,35,75,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,true,false,false,false,false
azul.com.br,Azul Airlines,travel,BR,latam,sme,27,0,10,100,28,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,true,false,true,false,false
paddle.com,Paddle,fintech,GB,europe,mid-market,27,0,10,100,28,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
neon.com.br,Neon,fintech,BR,latam,sme,27,0,10,100,28,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
fondeadora.com,Fondeadora,fintech,MX,latam,sme,27,0,10,100,27,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,true,false,false,false
empik.com,Empik,retail,PL,europe,sme,27,0,35,75,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,false,false,false,false,false
fastspring.com,FastSpring,fintech,US,north_america,sme,27,0,35,75,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,false,false,false,false,false
kilimall.co.ke,Kilimall,marketplace,KE,africa,sme,27,0,25,85,23,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,true,false,false,false,false
cowrywise.com,Cowrywise,fintech,NG,africa,sme,27,0,25,85,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
luno.com,Luno,fintech,ZA,africa,sme,27,0,10,100,28,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,true,false,false
stability.ai,Stability AI,saas,GB,europe,sme,27,0,35,75,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,squarespace,false,true,true,false,false,false,false
conekta.com,Conekta,fintech,MX,latam,sme,27,0,10,100,27,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,true,false,false,false
nykaa.com,Nykaa,retail,IN,apac,sme,27,0,35,75,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,false,false,false,false,false
doctoranytime.com.mx,Doctoralia MX,healthcare,MX,latam,sme,27,0,35,75,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,true,false,false,false,false
recargapay.com.br,RecargaPay,fintech,BR,latam,sme,27,0,10,100,28,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
nequi.com.co,Nequi,fintech,CO,latam,sme,27,0,35,75,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,true,false,false,false,false
loft.com.br,Loft,other,BR,latam,sme,27,0,35,75,23,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,false,false,false
doctoralia.com.br,Doctoralia BR,healthcare,BR,latam,sme,27,0,35,75,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,true,false,false,false,false
yoco.com,Yoco,fintech,ZA,africa,sme,27,0,35,75,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,false,false,false,false,false
google.com,Google,saas,US,north_america,sme,27,0,15,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
grab.com,Grab,marketplace,SG,apac,sme,27,0,35,75,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,false,false,false,false,false
culqi.com,Culqi,fintech,PE,latam,sme,27,0,35,75,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,true,false,false,false,false
stone.co,Stone,fintech,BR,latam,sme,27,0,35,75,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,false,false,false,false,false
lava.xyz,Lava,fintech,US,north_america,sme,27,0,10,100,28,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,true,false,false
paymob.com,Paymob,fintech,EG,africa,sme,27,0,10,95,35,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
brubank.com.ar,Brubank,fintech,AR,latam,sme,27,0,10,100,28,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
premiumtimesng.com,Premium Times,media,NG,africa,sme,27,0,35,75,23,content,not_applicable,not_applicable,not_detected,not_detected,not_applicable,not_detected,not_applicable,not_detected,,false,true,true,false,false,false,false
konfio.mx,Konfio,fintech,MX,latam,sme,27,0,10,100,30,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,true,true,false,false
privy.io,Privy,saas,US,north_america,sme,27,0,10,100,28,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,true,false,false
oxxo.com,OXXO,retail,MX,latam,sme,27,0,15,100,23,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,true,false,false,false,false
transak.com,Transak,fintech,IN,apac,sme,27,0,10,100,30,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,true,false,false
bloom-wild.com,Bloom & Wild,retail,GB,europe,mid-market,27,0,15,100,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
bitpay.com,BitPay,fintech,US,north_america,sme,27,0,10,100,28,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,true,false,false
thirdweb.com,thirdweb,saas,US,north_america,sme,27,0,10,100,28,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,true,false,false
squarespace.com,Squarespace,saas,US,north_america,sme,27,0,35,75,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,squarespace,false,true,false,false,false,false,false
saleor.io,Saleor,saas,PL,europe,sme,27,0,35,75,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,false,false,false,false,false
elevenlabs.io,ElevenLabs,saas,US,north_america,sme,27,0,35,75,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,true,false,false,false,false
tibber.com,Tibber,other,NO,europe,mid-market,27,0,10,100,30,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,true,false,false
bux.com,BUX,fintech,NL,europe,sme,27,0,35,75,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,true,false,false,false,false,false
galileo-ft.com,Galileo,fintech,US,north_america,sme,26,0,10,100,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,true,false,false
homecenter.com.co,Homecenter Colombia,retail,CO,latam,sme,26,0,10,100,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
promart.pe,Promart,retail,PE,latam,sme,26,0,10,100,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
mapbox.com,Mapbox,saas,US,north_america,sme,26,0,10,100,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
masoko.com,Masoko (Safaricom),marketplace,KE,africa,sme,26,0,10,100,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
arezzo.com.br,Arezzo,retail,BR,latam,sme,26,0,35,70,23,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,false,false,false
huma.com,Huma,healthcare,GB,europe,sme,26,0,10,100,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
mirakl.com,Mirakl,marketplace,FR,europe,sme,26,0,10,100,25,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
contentsquare.com,Contentsquare,saas,FR,europe,sme,26,0,10,100,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,true,false,false
playtomic.io,Playtomic,other,ES,europe,sme,26,0,10,100,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
bitso.com,Bitso,fintech,MX,latam,sme,26,0,10,100,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,true,false,false
mistral.ai,Mistral AI,saas,FR,europe,sme,26,0,10,100,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
cognite.com,Cognite,saas,NO,europe,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
ouraring.com,Oura,retail,FI,europe,sme,26,0,10,75,58,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,true,true,true,false,false,false,false
ebanx.com,EBANX,fintech,BR,latam,sme,26,0,10,100,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
aboutyou.com,About You,retail,DE,europe,sme,26,0,10,75,57,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,true,true,false,true,true,false,false
databricks.com,Databricks,saas,US,north_america,sme,26,0,10,100,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,true,false,false
lider.cl,Lider (Walmart Chile),retail,CL,latam,sme,26,0,35,70,23,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,false,false,false
pinecone.io,Pinecone,saas,US,north_america,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
weaviate.io,Weaviate,saas,NL,europe,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,true,false
trustly.com,Trustly,fintech,SE,europe,sme,26,0,10,100,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,true,false,false
postman.com,Postman,saas,US,north_america,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
vipps.no,Vipps,fintech,NO,europe,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
groq.com,Groq,saas,US,north_america,sme,26,0,10,100,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
snowflake.com,Snowflake,saas,US,north_america,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
lydia-app.com,Lydia,fintech,FR,europe,sme,26,0,10,100,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,true,false,false
oda.com,Oda,retail,NO,europe,sme,26,0,10,100,25,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
rohlik.cz,Rohlik,retail,CZ,europe,sme,26,0,10,100,25,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
c6bank.com.br,C6 Bank,fintech,BR,latam,sme,26,0,10,100,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
ariba.com,SAP Ariba,b2b,US,north_america,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
crewai.com,CrewAI,saas,US,north_america,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
nubank.com.br,Nubank,fintech,BR,latam,sme,26,0,10,100,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
aboutyou.de,About You,retail,DE,europe,sme,26,0,10,75,57,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,true,true,false,true,true,false,false
mediamarkt.com,MediaMarkt,retail,DE,europe,sme,26,0,10,100,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
render.com,Render,api_computing,US,north_america,sme,26,0,10,100,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
catena.xyz,Catena Labs,fintech,US,north_america,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
lido.fi,Lido Finance,fintech,US,north_america,sme,26,0,10,100,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,true,false,false
commercetools.com,commercetools,saas,DE,europe,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
platzi.com,Platzi,saas,CO,latam,sme,26,0,10,100,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
nowports.com,Nowports,b2b,MX,latam,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
mercadopago.com,Mercado Pago,fintech,AR,latam,sme,26,0,10,95,30,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,true,false,false
addi.com,Addi,fintech,CO,latam,sme,26,0,10,100,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
treinta.co,Treinta,saas,CO,latam,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
ulta.com,Ulta Beauty,retail,US,north_america,sme,26,0,10,100,25,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
storicard.com,Stori,fintech,MX,latam,sme,26,0,10,100,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,true,false,false,false
fintual.com,Fintual,fintech,CL,latam,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
tala.co,Tala,fintech,KE,africa,sme,26,0,10,100,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,true,false,false
llamaindex.ai,LlamaIndex,saas,US,north_america,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
cal.com,Cal.com,saas,US,north_america,sme,26,0,10,100,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
firecrawl.dev,Firecrawl,saas,US,north_america,sme,26,0,10,100,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,true,false,false
e2b.dev,E2B,saas,CZ,europe,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
vapi.ai,Vapi,saas,US,north_america,sme,26,0,10,100,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
amex.com,American Express,fintech,US,north_america,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
helicone.ai,Helicone,saas,US,north_america,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
wallapop.com,Wallapop,marketplace,ES,europe,sme,26,0,10,100,23,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,true,false,false,false,false
phantom.app,Phantom Wallet,fintech,US,north_america,sme,26,0,10,100,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,true,false,false
tata.com,Tata Digital,retail,IN,apac,sme,26,0,10,100,23,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,true,false,false,false,false
langchain.com,LangChain,saas,US,north_america,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
cdiscount.com,Cdiscount,marketplace,FR,europe,sme,26,0,10,100,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
fixie.ai,Fixie AI,saas,US,north_america,sme,26,0,10,100,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
sadapay.pk,SadaPay,fintech,PK,apac,sme,26,0,10,100,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
crypto.com,Crypto.com,fintech,SG,apac,sme,26,0,10,100,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,true,false,false
airtel.mw,Airtel Malawi,other,MW,africa,sme,26,0,10,100,25,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,true,false,false
americanexpress.com,American Express,fintech,US,north_america,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
dynamic.xyz,Dynamic,saas,US,north_america,sme,26,0,10,100,25,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,true,false,false
banana.dev,Banana.dev,saas,US,north_america,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
olx.com.br,OLX Brazil,marketplace,BR,latam,sme,26,0,10,100,23,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,true,false,false,false,false
apify.com,Apify,saas,CZ,europe,sme,26,0,10,100,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
mixpanel.com,Mixpanel,saas,US,north_america,sme,26,0,10,100,23,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,true,false,false,false,false
