domain,merchant_name,merchant_category,country_code,region,company_size,readiness_score,protocol_score,data_score,accessibility_score,checkout_score,business_model,ucp_status,acp_status,x402_status,mcp_status,ap2_status,nlweb_status,visa_vic_status,mastercard_status,ecommerce_platform,guest_checkout_available,has_captcha,supports_pix,supports_spei,supports_crypto,robots_allows_agents,robots_blocks_all_bots
rakuten.co.jp,Rakuten,marketplace,JP,apac,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
sephora.com,Sephora,retail,US,north_america,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
bestbuy.com,Best Buy,retail,US,north_america,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
costco.com,Costco,retail,US,north_america,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
riachuelo.com.br,Riachuelo,retail,BR,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
solaris.de,Solaris,fintech,DE,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
linio.com.co,Linio Colombia,marketplace,CO,latam,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
zoobashop.com,Zoobashop,retail,GH,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
privalia.com.mx,Privalia Mexico,retail,MX,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
jumia.co.za,Jumia South Africa,marketplace,ZA,africa,sme,22,0,10,60,50,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,true,true,false,false,false,false,false
easyjet.com,EasyJet,travel,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
jumia.ma,Jumia Morocco,marketplace,MA,africa,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
electroplanet.ma,Electroplanet,retail,MA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
tradedepot.co,TradeDepot,b2b,NG,africa,sme,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
kara.com.ng,Kara,retail,NG,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
jiji.ng,Jiji Nigeria,marketplace,NG,africa,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
leroy merlin.co.za,Leroy Merlin SA,retail,ZA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
tayara.tn,Tayara Tunisia,marketplace,TN,africa,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
mytek.tn,Mytek Tunisia,retail,TN,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
obeezi.com,Obeezi,retail,NG,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
dion-wired.co.za,Dion Wired,retail,ZA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
netflorist.co.za,NetFlorist,retail,ZA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
cencosud.cl,Cencosud,retail,CL,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
tiendasjumbo.co,Jumbo Colombia,retail,CO,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
ripley.cl,Ripley Chile,retail,CL,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
superbalist.com,Superbalist,retail,ZA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
pontofrio.com.br,Ponto Frio,retail,BR,latam,startup,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
amazon.eg,Amazon Egypt,marketplace,EG,africa,sme,22,0,10,80,23,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,true,false,false,false,false
twiga.com,Twiga Foods,b2b,KE,africa,sme,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
marjane.ma,Marjane,retail,MA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
jumia.com.tn,Jumia Tunisia,marketplace,TN,africa,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
dischem.co.za,Dis-Chem,retail,ZA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
tfg.co.za,TFG (The Foschini Group),retail,ZA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
wantitall.co.za,WantItAll,retail,ZA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
dexter.com.ar,Dexter Argentina,retail,AR,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
epocacosmeticos.com.br,Epoca Cosmeticos,retail,BR,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
deprati.com.ec,De Prati,retail,EC,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
linio.com.mx,Linio,marketplace,MX,latam,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
tonaton.com,Tonaton,marketplace,GH,africa,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
cazoo.co.uk,Cazoo,other,GB,europe,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
onedayonly.co.za,OneDayOnly,retail,ZA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
extra.com.br,Extra,retail,BR,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
sanborns.com.mx,Sanborns,retail,MX,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
renner.com.br,Renner,retail,BR,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
copia.co.ke,Copia Kenya,retail,KE,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
bidorbuy.co.za,bidorbuy,marketplace,ZA,africa,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
cape-union-mart.co.za,Cape Union Mart,retail,ZA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
spree.co.za,Spree,retail,ZA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
belezanaweb.com.br,Beleza na Web,retail,BR,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
prozis.com,Prozis,retail,PT,europe,mid-market,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
salud-digna.org,Salud Digna,healthcare,MX,latam,sme,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
babylonhealth.com,Babylon Health,healthcare,GB,europe,sme,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
b.tech.com,B.TECH Egypt,retail,EG,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
bestbuy.com.mx,Best Buy Mexico,retail,MX,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
t-mobile.com,T-Mobile,telecom,US,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
jiji.com.gh,Jiji Ghana,marketplace,GH,africa,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
chedraui.com.mx,Chedraui,retail,MX,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
vconnect.com,VConnect,marketplace,NG,africa,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
pigiame.co.ke,PigiaMe,marketplace,KE,africa,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
mediamarkt.ma,MediaMarkt Morocco,retail,MA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
avito.ma,Avito Morocco,marketplace,MA,africa,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
africanmall.com,AfricanMall,marketplace,NG,africa,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
jumia.ug,Jumia Uganda,marketplace,UG,africa,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
checkers.co.za,Checkers,retail,ZA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
hi-online.co.za,HiFi Corp,retail,ZA,africa,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
loot.co.za,Loot,marketplace,ZA,africa,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
musimundo.com,Musimundo,retail,AR,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
garbarino.com,Garbarino,retail,AR,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
zattini.com.br,Zattini,retail,BR,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
girafa.com.br,Girafa,retail,BR,latam,startup,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
lacoste.com.br,Lacoste Brazil,retail,BR,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
leroymerlin.com.br,Leroy Merlin Brazil,retail,BR,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
just-eat.co.uk,Just Eat,restaurant,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
douglas.de,Douglas,retail,DE,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
pccomponentes.com,PcComponentes,retail,ES,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
argos.co.uk,Argos,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
jdsports.co.uk,JD Sports,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
theperfumeshop.com,The Perfume Shop,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
sephora.fr,Sephora France,retail,FR,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
screwfix.com,Screwfix,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
next.co.uk,Next,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
therange.co.uk,The Range,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
iceland.co.uk,Iceland,retail,GB,europe,sme,22,0,10,75,33,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,false,false,false
eprice.it,ePrice,marketplace,IT,europe,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
personio.de,Personio,saas,DE,europe,enterprise,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
amazon.es,Amazon Spain,marketplace,ES,europe,sme,22,0,10,80,23,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,true,false,false,false,false
mpesa.in,M-Pesa,fintech,KE,africa,sme,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
boulanger.com,Boulanger,retail,FR,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
netonnet.se,NetOnNet,retail,SE,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
tesco.com,Tesco,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
wong.pe,Wong,retail,PE,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
uniqlo.com,Uniqlo,retail,JP,apac,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
superdrug.com,Superdrug,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
alza.cz,Alza,retail,CZ,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
coinbase.com,Coinbase,protocol_active,US,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
deel.com,Deel,saas,US,north_america,enterprise,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
atlassian.com,Atlassian,protocol_active,AU,asia,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
fnac.com,Fnac,retail,FR,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
coolblue.nl,Coolblue,retail,NL,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
zara.com,Zara,retail,ES,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
elgiganten.se,Elgiganten,retail,SE,europe,sme,22,0,10,75,30,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,false,false,false,false,false
asos.com,ASOS,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
selfridges.com,Selfridges,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
wildberries.ru,Wildberries,marketplace,RU,europe,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
trade-republic.com,Trade Republic,fintech,DE,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
theguardian.com,The Guardian,media,GB,europe,sme,22,0,0,95,20,content,not_applicable,not_applicable,not_detected,not_detected,not_applicable,not_detected,not_applicable,not_detected,,false,false,false,false,false,false,false
chargebee.com,Chargebee,saas,US,north_america,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
personio.com,Personio,saas,DE,europe,sme,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
upwork.com,Upwork,marketplace,US,north_america,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
hellofresh.com,HelloFresh,retail,US,north_america,sme,22,0,10,75,33,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,true,true,false,false,false,false
deliveryhero.com,Delivery Hero,restaurant,DE,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
waitrose.com,Waitrose,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
hm.com,H&M,retail,SE,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
galaxus.ch,Galaxus,marketplace,CH,europe,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
mall.cz,Mall.cz,marketplace,CZ,europe,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
vestiairecollective.com,Vestiaire Collective,retail,FR,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
takeaway.com,Takeaway.com,restaurant,NL,europe,enterprise,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
currys.co.uk,Currys,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
notebooksbilliger.de,Notebooksbilliger,retail,DE,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
smava.de,Smava,fintech,DE,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
copaair.com,Copa Airlines,travel,PA,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
jazzcash.com.pk,JazzCash,fintech,PK,apac,sme,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
neon.tech,Neon,api_computing,US,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
notion.so,Notion,protocol_active,US,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
wilko.com,Wilko,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
allbirds.com,Allbirds,protocol_active,US,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
subito.it,Subito,marketplace,IT,europe,sme,22,0,0,95,20,marketplace,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
yoox.com,YOOX,retail,IT,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
sodimac.com,Sodimac,retail,CL,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
inpost.pl,InPost,other,PL,europe,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
sportsdirect.com,Sports Direct,retail,GB,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
komplett.no,Komplett,retail,NO,europe,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
mambu.com,Mambu,fintech,DE,europe,mid-market,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
soriana.com,Soriana,retail,MX,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
disney.com,Disney,retail,US,north_america,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
lemoncash.com.ar,Lemon Cash,fintech,AR,latam,sme,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
farmaciasdesimilares.com.mx,Farmacias Similares,healthcare,MX,latam,sme,22,0,0,95,20,saas,not_applicable,not_detected,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
huggingface.co,Hugging Face,api_computing,US,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
latamairlines.com,LATAM Airlines,travel,CL,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
bigcommerce.com,BigCommerce,protocol_active,US,north_america,sme,22,0,0,95,20,api_provider,not_applicable,not_applicable,not_detected,not_detected,not_detected,not_applicable,not_applicable,not_detected,,false,false,false,false,false,false,false
lifemiles.com,LifeMiles,travel,CO,latam,sme,22,0,0,95,20,retail,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,false,false,false,false,false,false,false
shopify.com,Shopify,protocol_active,CA,north_america,sme,22,0,0,95,20,api_provider,not_detected,not_detected,not_applicable,not_detected,not_detected,not_detected,not_detected,not_detected,,true,false,false,false,false,false,false
